# n_all=31921 n_agree=22689 n_disagree=9232
temp,rank,group,prob_ref,prob_target
0.6400,2,all,0.07771564,0.10915403
0.6400,2,agree,0.04499662,0.07397763
0.6400,2,disagree,0.15812743,0.19560522
0.6400,3,all,0.02295948,0.03747462
0.6400,3,agree,0.01054157,0.02103737
0.6400,3,disagree,0.05347832,0.07787158
0.6400,4,all,0.01009118,0.01856107
0.6400,4,agree,0.00416927,0.00959546
0.6400,4,disagree,0.02464515,0.04059538
0.6400,5,all,0.00547331,0.01085073
0.6400,5,agree,0.00215808,0.00532684
0.6400,5,disagree,0.01362097,0.02442652
0.6400,6,all,0.00330148,0.00702054
0.6400,6,agree,0.00126493,0.00333578
0.6400,6,disagree,0.00830663,0.01607638
0.6400,7,all,0.00215383,0.00489856
0.6400,7,agree,0.00081353,0.00227105
0.6400,7,disagree,0.00544784,0.01135604
0.6400,8,all,0.00149633,0.00355251
0.6400,8,agree,0.00055840,0.00159443
0.6400,8,disagree,0.00380142,0.00836479
0.6400,9,all,0.00108268,0.00268503
0.6400,9,agree,0.00039713,0.00117929
0.6400,9,disagree,0.00276753,0.00638561
0.6400,10,all,0.00081222,0.00208569
0.6400,10,agree,0.00029432,0.00090635
0.6400,10,disagree,0.00208504,0.00498411
0.6400,11,all,0.00063057,0.00166110
0.6400,11,agree,0.00022700,0.00071590
0.6400,11,disagree,0.00162239,0.00398408
0.6400,12,all,0.00050501,0.00135550
0.6400,12,agree,0.00017821,0.00057953
0.6400,12,disagree,0.00130816,0.00326255
0.6400,13,all,0.00041449,0.00112473
0.6400,13,agree,0.00014522,0.00047745
0.6400,13,disagree,0.00107626,0.00271553
0.6400,14,all,0.00034510,0.00094979
0.6400,14,agree,0.00011914,0.00040118
0.6400,14,disagree,0.00090044,0.00229808
0.6400,15,all,0.00028788,0.00080395
0.6400,15,agree,0.00009856,0.00033929
0.6400,15,disagree,0.00075316,0.00194591
0.6400,16,all,0.00024475,0.00069375
0.6400,16,agree,0.00008270,0.00029111
0.6400,16,disagree,0.00064299,0.00168331
0.6400,17,all,0.00020840,0.00060150
0.6400,17,agree,0.00007039,0.00025121
0.6400,17,disagree,0.00054759,0.00146241
0.6400,18,all,0.00017991,0.00052736
0.6400,18,agree,0.00006040,0.00021839
0.6400,18,disagree,0.00047363,0.00128670
0.6400,19,all,0.00015600,0.00046562
0.6400,19,agree,0.00005234,0.00019146
0.6400,19,disagree,0.00041077,0.00113940
0.6400,20,all,0.00013504,0.00041378
0.6400,20,agree,0.00004574,0.00016891
0.6400,20,disagree,0.00035451,0.00101558
0.6400,21,all,0.00011912,0.00037223
0.6400,21,agree,0.00004037,0.00015101
0.6400,21,disagree,0.00031264,0.00091591
0.6400,22,all,0.00010641,0.00033585
0.6400,22,agree,0.00003593,0.00013528
0.6400,22,disagree,0.00027963,0.00082876
0.6400,23,all,0.00009563,0.00030412
0.6400,23,agree,0.00003224,0.00012213
0.6400,23,disagree,0.00025142,0.00075138
0.6400,24,all,0.00008573,0.00027640
0.6400,24,agree,0.00002899,0.00011088
0.6400,24,disagree,0.00022518,0.00068320
0.6400,25,all,0.00007720,0.00025165
0.6400,25,agree,0.00002619,0.00010070
0.6400,25,disagree,0.00020255,0.00062261
0.6400,26,all,0.00007007,0.00023037
0.6400,26,agree,0.00002391,0.00009200
0.6400,26,disagree,0.00018351,0.00057045
0.6400,27,all,0.00006402,0.00021195
0.6400,27,agree,0.00002170,0.00008447
0.6400,27,disagree,0.00016801,0.00052524
0.6400,28,all,0.00005813,0.00019545
0.6400,28,agree,0.00001989,0.00007769
0.6400,28,disagree,0.00015211,0.00048486
0.6400,29,all,0.00005314,0.00018053
0.6400,29,agree,0.00001833,0.00007164
0.6400,29,disagree,0.00013868,0.00044813
0.6400,30,all,0.00004887,0.00016753
0.6400,30,agree,0.00001686,0.00006631
0.6400,30,disagree,0.00012752,0.00041631
0.6400,31,all,0.00004497,0.00015615
0.6400,31,agree,0.00001555,0.00006169
0.6400,31,disagree,0.00011727,0.00038831
0.6400,32,all,0.00004154,0.00014573
0.6400,32,agree,0.00001436,0.00005737
0.6400,32,disagree,0.00010833,0.00036289
0.6400,33,all,0.00003851,0.00013621
0.6400,33,agree,0.00001322,0.00005347
0.6400,33,disagree,0.00010066,0.00033956
0.6400,34,all,0.00003534,0.00012778
0.6400,34,agree,0.00001226,0.00005005
0.6400,34,disagree,0.00009207,0.00031881
0.6400,35,all,0.00003291,0.00012006
0.6400,35,agree,0.00001138,0.00004696
0.6400,35,disagree,0.00008582,0.00029972
0.6400,36,all,0.00003077,0.00011297
0.6400,36,agree,0.00001062,0.00004412
0.6400,36,disagree,0.00008028,0.00028220
0.6400,37,all,0.00002886,0.00010618
0.6400,37,agree,0.00000992,0.00004137
0.6400,37,disagree,0.00007540,0.00026544
0.6400,38,all,0.00002708,0.00010018
0.6400,38,agree,0.00000928,0.00003890
0.6400,38,disagree,0.00007083,0.00025079
0.6400,39,all,0.00002553,0.00009462
0.6400,39,agree,0.00000869,0.00003673
0.6400,39,disagree,0.00006693,0.00023691
0.6400,40,all,0.00002393,0.00008935
0.6400,40,agree,0.00000814,0.00003474
0.6400,40,disagree,0.00006273,0.00022356
0.6500,1,all,0.87001475,0.78482122
0.6500,1,agree,0.93309104,0.87177683
0.6500,1,disagree,0.71499550,0.57111500
0.6500,2,all,0.07771564,0.10979170
0.6500,2,agree,0.04499662,0.07481364
0.6500,2,disagree,0.15812743,0.19575544
0.6500,3,all,0.02295948,0.03798529
0.6500,3,agree,0.01054157,0.02149462
0.6500,3,disagree,0.05347832,0.07851356
0.6500,4,all,0.01009118,0.01892969
0.6500,4,agree,0.00416927,0.00987698
0.6500,4,disagree,0.02464515,0.04117806
0.6500,5,all,0.00547331,0.01112261
0.6500,5,agree,0.00215808,0.00551616
0.6500,5,disagree,0.01362097,0.02490129
0.6500,6,all,0.00330148,0.00722717
0.6500,6,agree,0.00126493,0.00347117
0.6500,6,disagree,0.00830663,0.01645811
0.6500,7,all,0.00215383,0.00506144
0.6500,7,agree,0.00081353,0.00237258
0.6500,7,disagree,0.00544784,0.01166973
0.6500,8,all,0.00149633,0.00368363
0.6500,8,agree,0.00055840,0.00167275
0.6500,8,disagree,0.00380142,0.00862568
0.6500,9,all,0.00108268,0.00279251
0.6500,9,agree,0.00039713,0.00124155
0.6500,9,disagree,0.00276753,0.00660422
0.6500,10,all,0.00081222,0.00217543
0.6500,10,agree,0.00029432,0.00095711
0.6500,10,disagree,0.00208504,0.00516963
0.6500,11,all,0.00063057,0.00173682
0.6500,11,agree,0.00022700,0.00075784
0.6500,11,disagree,0.00162239,0.00414280
0.6500,12,all,0.00050501,0.00142030
0.6500,12,agree,0.00017821,0.00061480
0.6500,12,disagree,0.00130816,0.00339994
0.6500,13,all,0.00041449,0.00118079
0.6500,13,agree,0.00014522,0.00050752
0.6500,13,disagree,0.00107626,0.00283547
0.6500,14,all,0.00034510,0.00099892
0.6500,14,agree,0.00011914,0.00042718
0.6500,14,disagree,0.00090044,0.00240403
0.6500,15,all,0.00028788,0.00084721
0.6500,15,agree,0.00009856,0.00036195
0.6500,15,disagree,0.00075316,0.00203980
0.6500,16,all,0.00024475,0.00073230
0.6500,16,agree,0.00008270,0.00031106
0.6500,16,disagree,0.00064299,0.00176755
0.6500,17,all,0.00020840,0.00063602
0.6500,17,agree,0.00007039,0.00026892
0.6500,17,disagree,0.00054759,0.00153822
0.6500,18,all,0.00017991,0.00055845
0.6500,18,agree,0.00006040,0.00023417
0.6500,18,disagree,0.00047363,0.00135543
0.6500,19,all,0.00015600,0.00049376
0.6500,19,agree,0.00005234,0.00020560
0.6500,19,disagree,0.00041077,0.00120195
0.6500,20,all,0.00013504,0.00043938
0.6500,20,agree,0.00004574,0.00018166
0.6500,20,disagree,0.00035451,0.00107277
0.6500,21,all,0.00011912,0.00039568
0.6500,21,agree,0.00004037,0.00016260
0.6500,21,disagree,0.00031264,0.00096851
0.6500,22,all,0.00010641,0.00035740
0.6500,22,agree,0.00003593,0.00014584
0.6500,22,disagree,0.00027963,0.00087733
0.6500,23,all,0.00009563,0.00032400
0.6500,23,agree,0.00003224,0.00013181
0.6500,23,disagree,0.00025142,0.00079632
0.6500,24,all,0.00008573,0.00029479
0.6500,24,agree,0.00002899,0.00011980
0.6500,24,disagree,0.00022518,0.00072486
0.6500,25,all,0.00007720,0.00026870
0.6500,25,agree,0.00002619,0.00010893
0.6500,25,disagree,0.00020255,0.00066135
0.6500,26,all,0.00007007,0.00024623
0.6500,26,agree,0.00002391,0.00009962
0.6500,26,disagree,0.00018351,0.00060657
0.6500,27,all,0.00006402,0.00022674
0.6500,27,agree,0.00002170,0.00009154
0.6500,27,disagree,0.00016801,0.00055901
0.6500,28,all,0.00005813,0.00020929
0.6500,28,agree,0.00001989,0.00008427
0.6500,28,disagree,0.00015211,0.00051653
0.6500,29,all,0.00005314,0.00019349
0.6500,29,agree,0.00001833,0.00007779
0.6500,29,disagree,0.00013868,0.00047783
0.6500,30,all,0.00004887,0.00017971
0.6500,30,agree,0.00001686,0.00007206
0.6500,30,disagree,0.00012752,0.00044426
0.6500,31,all,0.00004497,0.00016763
0.6500,31,agree,0.00001555,0.00006709
0.6500,31,disagree,0.00011727,0.00041471
0.6500,32,all,0.00004154,0.00015656
0.6500,32,agree,0.00001436,0.00006244
0.6500,32,disagree,0.00010833,0.00038787
0.6500,33,all,0.00003851,0.00014644
0.6500,33,agree,0.00001322,0.00005824
0.6500,33,disagree,0.00010066,0.00036322
0.6500,34,all,0.00003534,0.00013748
0.6500,34,agree,0.00001226,0.00005456
0.6500,34,disagree,0.00009207,0.00034127
0.6500,35,all,0.00003291,0.00012926
0.6500,35,agree,0.00001138,0.00005122
0.6500,35,disagree,0.00008582,0.00032106
0.6500,36,all,0.00003077,0.00012171
0.6500,36,agree,0.00001062,0.00004815
0.6500,36,disagree,0.00008028,0.00030250
0.6500,37,all,0.00002886,0.00011447
0.6500,37,agree,0.00000992,0.00004519
0.6500,37,disagree,0.00007540,0.00028474
0.6500,38,all,0.00002708,0.00010808
0.6500,38,agree,0.00000928,0.00004252
0.6500,38,disagree,0.00007083,0.00026920
0.6500,39,all,0.00002553,0.00010215
0.6500,39,agree,0.00000869,0.00004017
0.6500,39,disagree,0.00006693,0.00025446
0.6500,40,all,0.00002393,0.00009652
0.6500,40,agree,0.00000814,0.00003802
0.6500,40,disagree,0.00006273,0.00024030
0.6600,1,all,0.87001475,0.78129678
0.6600,1,agree,0.93309104,0.86906022
0.6600,1,disagree,0.71499550,0.56560518
0.6600,2,all,0.07771564,0.11040480
0.6600,2,agree,0.04499662,0.07563558
0.6600,2,disagree,0.15812743,0.19585527
0.6600,3,all,0.02295948,0.03848602
0.6600,3,agree,0.01054157,0.02194993
0.6600,3,disagree,0.05347832,0.07912590
0.6600,4,all,0.01009118,0.01929428
0.6600,4,agree,0.00416927,0.01015954
0.6600,4,disagree,0.02464515,0.04174424
0.6600,5,all,0.00547331,0.01139315
0.6600,5,agree,0.00215808,0.00570731
0.6600,5,disagree,0.01362097,0.02536692
0.6600,6,all,0.00330148,0.00743379
0.6600,6,agree,0.00126493,0.00360852
0.6600,6,disagree,0.00830663,0.01683496
0.6600,7,all,0.00215383,0.00522494
0.6600,7,agree,0.00081353,0.00247599
0.6600,7,disagree,0.00544784,0.01198089
0.6600,8,all,0.00149633,0.00381571
0.6600,8,agree,0.00055840,0.00175283
0.6600,8,disagree,0.00380142,0.00888553
0.6600,9,all,0.00108268,0.00290109
0.6600,9,agree,0.00039713,0.00130541
0.6600,9,disagree,0.00276753,0.00682271
0.6600,10,all,0.00081222,0.00226636
0.6600,10,agree,0.00029432,0.00100934
0.6600,10,disagree,0.00208504,0.00535566
0.6600,11,all,0.00063057,0.00181373
0.6600,11,agree,0.00022700,0.00080110
0.6600,11,disagree,0.00162239,0.00430241
0.6600,12,all,0.00050501,0.00148626
0.6600,12,agree,0.00017821,0.00065125
0.6600,12,disagree,0.00130816,0.00353843
0.6600,13,all,0.00041449,0.00123799
0.6600,13,agree,0.00014522,0.00053867
0.6600,13,disagree,0.00107626,0.00295665
0.6600,14,all,0.00034510,0.00104912
0.6600,14,agree,0.00011914,0.00045417
0.6600,14,disagree,0.00090044,0.00251130
0.6600,15,all,0.00028788,0.00089151
0.6600,15,agree,0.00009856,0.00038551
0.6600,15,disagree,0.00075316,0.00213508
0.6600,16,all,0.00024475,0.00077183
0.6600,16,agree,0.00008270,0.00033184
0.6600,16,disagree,0.00064299,0.00185317
0.6600,17,all,0.00020840,0.00067148
0.6600,17,agree,0.00007039,0.00028739
0.6600,17,disagree,0.00054759,0.00161542
0.6600,18,all,0.00017991,0.00059044
0.6600,18,agree,0.00006040,0.00025065
0.6600,18,disagree,0.00047363,0.00142553
0.6600,19,all,0.00015600,0.00052276
0.6600,19,agree,0.00005234,0.00022040
0.6600,19,disagree,0.00041077,0.00126585
0.6600,20,all,0.00013504,0.00046581
0.6600,20,agree,0.00004574,0.00019503
0.6600,20,disagree,0.00035451,0.00113128
0.6600,21,all,0.00011912,0.00041991
0.6600,21,agree,0.00004037,0.00017477
0.6600,21,disagree,0.00031264,0.00102238
0.6600,22,all,0.00010641,0.00037969
0.6600,22,agree,0.00003593,0.00015694
0.6600,22,disagree,0.00027963,0.00092713
0.6600,23,all,0.00009563,0.00034459
0.6600,23,agree,0.00003224,0.00014200
0.6600,23,disagree,0.00025142,0.00084246
0.6600,24,all,0.00008573,0.00031385
0.6600,24,agree,0.00002899,0.00012919
0.6600,24,disagree,0.00022518,0.00076767
0.6600,25,all,0.00007720,0.00028639
0.6600,25,agree,0.00002619,0.00011760
0.6600,25,disagree,0.00020255,0.00070121
0.6600,26,all,0.00007007,0.00026271
0.6600,26,agree,0.00002391,0.00010765
0.6600,26,disagree,0.00018351,0.00064379
0.6600,27,all,0.00006402,0.00024212
0.6600,27,agree,0.00002170,0.00009901
0.6600,27,disagree,0.00016801,0.00059384
0.6600,28,all,0.00005813,0.00022368
0.6600,28,agree,0.00001989,0.00009122
0.6600,28,disagree,0.00015211,0.00054922
0.6600,29,all,0.00005314,0.00020698
0.6600,29,agree,0.00001833,0.00008429
0.6600,29,disagree,0.00013868,0.00050852
0.6600,30,all,0.00004887,0.00019239
0.6600,30,agree,0.00001686,0.00007815
0.6600,30,disagree,0.00012752,0.00047317
0.6600,31,all,0.00004497,0.00017960
0.6600,31,agree,0.00001555,0.00007281
0.6600,31,disagree,0.00011727,0.00044204
0.6600,32,all,0.00004154,0.00016786
0.6600,32,agree,0.00001436,0.00006782
0.6600,32,disagree,0.00010833,0.00041373
0.6600,33,all,0.00003851,0.00015714
0.6600,33,agree,0.00001322,0.00006331
0.6600,33,disagree,0.00010066,0.00038775
0.6600,34,all,0.00003534,0.00014762
0.6600,34,agree,0.00001226,0.00005934
0.6600,34,disagree,0.00009207,0.00036456
0.6600,35,all,0.00003291,0.00013889
0.6600,35,agree,0.00001138,0.00005575
0.6600,35,disagree,0.00008582,0.00034321
0.6600,36,all,0.00003077,0.00013086
0.6600,36,agree,0.00001062,0.00005244
0.6600,36,disagree,0.00008028,0.00032358
0.6600,37,all,0.00002886,0.00012316
0.6600,37,agree,0.00000992,0.00004925
0.6600,37,disagree,0.00007540,0.00030481
0.6600,38,all,0.00002708,0.00011636
0.6600,38,agree,0.00000928,0.00004638
0.6600,38,disagree,0.00007083,0.00028836
0.6600,39,all,0.00002553,0.00011004
0.6600,39,agree,0.00000869,0.00004384
0.6600,39,disagree,0.00006693,0.00027273
0.6600,40,all,0.00002393,0.00010405
0.6600,40,agree,0.00000814,0.00004151
0.6600,40,disagree,0.00006273,0.00025775
0.6700,1,all,0.87001475,0.77776227
0.6700,1,agree,0.93309104,0.86631866
0.6700,1,disagree,0.71499550,0.56012191
0.6700,2,all,0.07771564,0.11099354
0.6700,2,agree,0.04499662,0.07644331
0.6700,2,disagree,0.15812743,0.19590581
0.6700,3,all,0.02295948,0.03897670
0.6700,3,agree,0.01054157,0.02240309
0.6700,3,disagree,0.05347832,0.07970878
0.6700,4,all,0.01009118,0.01965466
0.6700,4,agree,0.00416927,0.01044297
0.6700,4,disagree,0.02464515,0.04229376
0.6700,5,all,0.00547331,0.01166217
0.6700,5,agree,0.00215808,0.00590017
0.6700,5,disagree,0.01362097,0.02582312
0.6700,6,all,0.00330148,0.00764025
0.6700,6,agree,0.00126493,0.00374776
0.6700,6,disagree,0.00830663,0.01720662
0.6700,7,all,0.00215383,0.00538892
0.6700,7,agree,0.00081353,0.00258123
0.6700,7,disagree,0.00544784,0.01228923
0.6700,8,all,0.00149633,0.00394863
0.6700,8,agree,0.00055840,0.00183463
0.6700,8,disagree,0.00380142,0.00914408
0.6700,9,all,0.00108268,0.00301070
0.6700,9,agree,0.00039713,0.00137086
0.6700,9,disagree,0.00276753,0.00704087
0.6700,10,all,0.00081222,0.00235840
0.6700,10,agree,0.00029432,0.00106301
0.6700,10,disagree,0.00208504,0.00554202
0.6700,11,all,0.00063057,0.00189177
0.6700,11,agree,0.00022700,0.00084566
0.6700,11,disagree,0.00162239,0.00446273
0.6700,12,all,0.00050501,0.00155334
0.6700,12,agree,0.00017821,0.00068889
0.6700,12,disagree,0.00130816,0.00367786
0.6700,13,all,0.00041449,0.00129626
0.6700,13,agree,0.00014522,0.00057090
0.6700,13,disagree,0.00107626,0.00307893
0.6700,14,all,0.00034510,0.00110037
0.6700,14,agree,0.00011914,0.00048215
0.6700,14,disagree,0.00090044,0.00261976
0.6700,15,all,0.00028788,0.00093682
0.6700,15,agree,0.00009856,0.00040997
0.6700,15,disagree,0.00075316,0.00223162
0.6700,16,all,0.00024475,0.00081233
0.6700,16,agree,0.00008270,0.00035346
0.6700,16,disagree,0.00064299,0.00194009
0.6700,17,all,0.00020840,0.00070786
0.6700,17,agree,0.00007039,0.00030664
0.6700,17,disagree,0.00054759,0.00169393
0.6700,18,all,0.00017991,0.00062332
0.6700,18,agree,0.00006040,0.00026785
0.6700,18,disagree,0.00047363,0.00149691
0.6700,19,all,0.00015600,0.00055260
0.6700,19,agree,0.00005234,0.00023586
0.6700,19,disagree,0.00041077,0.00133103
0.6700,20,all,0.00013504,0.00049303
0.6700,20,agree,0.00004574,0.00020902
0.6700,20,disagree,0.00035451,0.00119104
0.6700,21,all,0.00011912,0.00044490
0.6700,21,agree,0.00004037,0.00018752
0.6700,21,disagree,0.00031264,0.00107747
0.6700,22,all,0.00010641,0.00040271
0.6700,22,agree,0.00003593,0.00016858
0.6700,22,disagree,0.00027963,0.00097810
0.6700,23,all,0.00009563,0.00036587
0.6700,23,agree,0.00003224,0.00015270
0.6700,23,disagree,0.00025142,0.00088975
0.6700,24,all,0.00008573,0.00033357
0.6700,24,agree,0.00002899,0.00013907
0.6700,24,disagree,0.00022518,0.00081159
0.6700,25,all,0.00007720,0.00030472
0.6700,25,agree,0.00002619,0.00012673
0.6700,25,disagree,0.00020255,0.00074216
0.6700,26,all,0.00007007,0.00027980
0.6700,26,agree,0.00002391,0.00011612
0.6700,26,disagree,0.00018351,0.00068205
0.6700,27,all,0.00006402,0.00025809
0.6700,27,agree,0.00002170,0.00010689
0.6700,27,disagree,0.00016801,0.00062969
0.6700,28,all,0.00005813,0.00023864
0.6700,28,agree,0.00001989,0.00009856
0.6700,28,disagree,0.00015211,0.00058290
0.6700,29,all,0.00005314,0.00022102
0.6700,29,agree,0.00001833,0.00009116
0.6700,29,disagree,0.00013868,0.00054016
0.6700,30,all,0.00004887,0.00020560
0.6700,30,agree,0.00001686,0.00008459
0.6700,30,disagree,0.00012752,0.00050301
0.6700,31,all,0.00004497,0.00019207
0.6700,31,agree,0.00001555,0.00007887
0.6700,31,disagree,0.00011727,0.00047027
0.6700,32,all,0.00004154,0.00017964
0.6700,32,agree,0.00001436,0.00007351
0.6700,32,disagree,0.00010833,0.00044048
0.6700,33,all,0.00003851,0.00016829
0.6700,33,agree,0.00001322,0.00006868
0.6700,33,disagree,0.00010066,0.00041312
0.6700,34,all,0.00003534,0.00015820
0.6700,34,agree,0.00001226,0.00006442
0.6700,34,disagree,0.00009207,0.00038868
0.6700,35,all,0.00003291,0.00014894
0.6700,35,agree,0.00001138,0.00006056
0.6700,35,disagree,0.00008582,0.00036616
0.6700,36,all,0.00003077,0.00014042
0.6700,36,agree,0.00001062,0.00005700
0.6700,36,disagree,0.00008028,0.00034545
0.6700,37,all,0.00002886,0.00013226
0.6700,37,agree,0.00000992,0.00005357
0.6700,37,disagree,0.00007540,0.00032563
0.6700,38,all,0.00002708,0.00012503
0.6700,38,agree,0.00000928,0.00005048
0.6700,38,disagree,0.00007083,0.00030825
0.6700,39,all,0.00002553,0.00011830
0.6700,39,agree,0.00000869,0.00004774
0.6700,39,disagree,0.00006693,0.00029172
0.6700,40,all,0.00002393,0.00011194
0.6700,40,agree,0.00000814,0.00004523
0.6700,40,disagree,0.00006273,0.00027589
0.6800,1,all,0.87001475,0.77421746
0.6800,1,agree,0.93309104,0.86355191
0.6800,1,disagree,0.71499550,0.55466491
0.6800,2,all,0.07771564,0.11155812
0.6800,2,agree,0.04499662,0.07723668
0.6800,2,disagree,0.15812743,0.19590811
0.6800,3,all,0.02295948,0.03945722
0.6800,3,agree,0.01054157,0.02285387
0.6800,3,disagree,0.05347832,0.08026240
0.6800,4,all,0.01009118,0.02001068
0.6800,4,agree,0.00416927,0.01072709
0.6800,4,disagree,0.02464515,0.04282646
0.6800,5,all,0.00547331,0.01192951
0.6800,5,agree,0.00215808,0.00609460
0.6800,5,disagree,0.01362097,0.02626965
0.6800,6,all,0.00330148,0.00784640
0.6800,6,agree,0.00126493,0.00388879
0.6800,6,disagree,0.00830663,0.01757281
0.6800,7,all,0.00215383,0.00555326
0.6800,7,agree,0.00081353,0.00268823
0.6800,7,disagree,0.00544784,0.01259449
0.6800,8,all,0.00149633,0.00408228
0.6800,8,agree,0.00055840,0.00191811
0.6800,8,disagree,0.00380142,0.00940107
0.6800,9,all,0.00108268,0.00312125
0.6800,9,agree,0.00039713,0.00143786
0.6800,9,disagree,0.00276753,0.00725845
0.6800,10,all,0.00081222,0.00245149
0.6800,10,agree,0.00029432,0.00111810
0.6800,10,disagree,0.00208504,0.00572848
0.6800,11,all,0.00063057,0.00197088
0.6800,11,agree,0.00022700,0.00089151
0.6800,11,disagree,0.00162239,0.00462359
0.6800,12,all,0.00050501,0.00162148
0.6800,12,agree,0.00017821,0.00072770
0.6800,12,disagree,0.00130816,0.00381808
0.6800,13,all,0.00041449,0.00135558
0.6800,13,agree,0.00014522,0.00060421
0.6800,13,disagree,0.00107626,0.00320218
0.6800,14,all,0.00034510,0.00115263
0.6800,14,agree,0.00011914,0.00051110
0.6800,14,disagree,0.00090044,0.00272928
0.6800,15,all,0.00028788,0.00098311
0.6800,15,agree,0.00009856,0.00043535
0.6800,15,disagree,0.00075316,0.00232933
0.6800,16,all,0.00024475,0.00085377
0.6800,16,agree,0.00008270,0.00037591
0.6800,16,disagree,0.00064299,0.00202820
0.6800,17,all,0.00020840,0.00074515
0.6800,17,agree,0.00007039,0.00032666
0.6800,17,disagree,0.00054759,0.00177365
0.6800,18,all,0.00017991,0.00065705
0.6800,18,agree,0.00006040,0.00028578
0.6800,18,disagree,0.00047363,0.00156952
0.6800,19,all,0.00015600,0.00058327
0.6800,19,agree,0.00005234,0.00025200
0.6800,19,disagree,0.00041077,0.00139741
0.6800,20,all,0.00013504,0.00052105
0.6800,20,agree,0.00004574,0.00022364
0.6800,20,disagree,0.00035451,0.00125199
0.6800,21,all,0.00011912,0.00047065
0.6800,21,agree,0.00004037,0.00020085
0.6800,21,disagree,0.00031264,0.00113372
0.6800,22,all,0.00010641,0.00042645
0.6800,22,agree,0.00003593,0.00018078
0.6800,22,disagree,0.00027963,0.00103021
0.6800,23,all,0.00009563,0.00038784
0.6800,23,agree,0.00003224,0.00016392
0.6800,23,disagree,0.00025142,0.00093814
0.6800,24,all,0.00008573,0.00035396
0.6800,24,agree,0.00002899,0.00014944
0.6800,24,disagree,0.00022518,0.00085660
0.6800,25,all,0.00007720,0.00032369
0.6800,25,agree,0.00002619,0.00013632
0.6800,25,disagree,0.00020255,0.00078416
0.6800,26,all,0.00007007,0.00029749
0.6800,26,agree,0.00002391,0.00012503
0.6800,26,disagree,0.00018351,0.00072134
0.6800,27,all,0.00006402,0.00027464
0.6800,27,agree,0.00002170,0.00011518
0.6800,27,disagree,0.00016801,0.00066653
0.6800,28,all,0.00005813,0.00025416
0.6800,28,agree,0.00001989,0.00010630
0.6800,28,disagree,0.00015211,0.00061754
0.6800,29,all,0.00005314,0.00023559
0.6800,29,agree,0.00001833,0.00009841
0.6800,29,disagree,0.00013868,0.00057274
0.6800,30,all,0.00004887,0.00021932
0.6800,30,agree,0.00001686,0.00009138
0.6800,30,disagree,0.00012752,0.00053375
0.6800,31,all,0.00004497,0.00020503
0.6800,31,agree,0.00001555,0.00008527
0.6800,31,disagree,0.00011727,0.00049938
0.6800,32,all,0.00004154,0.00019190
0.6800,32,agree,0.00001436,0.00007953
0.6800,32,disagree,0.00010833,0.00046808
0.6800,33,all,0.00003851,0.00017991
0.6800,33,agree,0.00001322,0.00007436
0.6800,33,disagree,0.00010066,0.00043933
0.6800,34,all,0.00003534,0.00016923
0.6800,34,agree,0.00001226,0.00006979
0.6800,34,disagree,0.00009207,0.00041361
0.6800,35,all,0.00003291,0.00015943
0.6800,35,agree,0.00001138,0.00006565
0.6800,35,disagree,0.00008582,0.00038990
0.6800,36,all,0.00003077,0.00015040
0.6800,36,agree,0.00001062,0.00006184
0.6800,36,disagree,0.00008028,0.00036807
0.6800,37,all,0.00002886,0.00014175
0.6800,37,agree,0.00000992,0.00005815
0.6800,37,disagree,0.00007540,0.00034720
0.6800,38,all,0.00002708,0.00013409
0.6800,38,agree,0.00000928,0.00005484
0.6800,38,disagree,0.00007083,0.00032887
0.6800,39,all,0.00002553,0.00012695
0.6800,39,agree,0.00000869,0.00005189
0.6800,39,disagree,0.00006693,0.00031141
0.6800,40,all,0.00002393,0.00012019
0.6800,40,agree,0.00000814,0.00004918
0.6800,40,disagree,0.00006273,0.00029471
0.6900,1,all,0.87001475,0.77066211
0.6900,1,agree,0.93309104,0.86075976
0.6900,1,disagree,0.71499550,0.54923387
0.6900,2,all,0.07771564,0.11209874
0.6900,2,agree,0.04499662,0.07801555
0.6900,2,disagree,0.15812743,0.19586321
0.6900,3,all,0.02295948,0.03992750
0.6900,3,agree,0.01054157,0.02330206
0.6900,3,disagree,0.05347832,0.08078697
0.6900,4,all,0.01009118,0.02036216
0.6900,4,agree,0.00416927,0.01101172
0.6900,4,disagree,0.02464515,0.04334223
0.6900,5,all,0.00547331,0.01219501
0.6900,5,agree,0.00215808,0.00629048
0.6900,5,disagree,0.01362097,0.02670625
0.6900,6,all,0.00330148,0.00805210
0.6900,6,agree,0.00126493,0.00403152
0.6900,6,disagree,0.00830663,0.01793327
0.6900,7,all,0.00215383,0.00571783
0.6900,7,agree,0.00081353,0.00279692
0.6900,7,disagree,0.00544784,0.01289640
0.6900,8,all,0.00149633,0.00421658
0.6900,8,agree,0.00055840,0.00200321
0.6900,8,disagree,0.00380142,0.00965626
0.6900,9,all,0.00108268,0.00323265
0.6900,9,agree,0.00039713,0.00150637
0.6900,9,disagree,0.00276753,0.00747524
0.6900,10,all,0.00081222,0.00254555
0.6900,10,agree,0.00029432,0.00117460
0.6900,10,disagree,0.00208504,0.00591486
0.6900,11,all,0.00063057,0.00205100
0.6900,11,agree,0.00022700,0.00093863
0.6900,11,disagree,0.00162239,0.00478480
0.6900,12,all,0.00050501,0.00169063
0.6900,12,agree,0.00017821,0.00076768
0.6900,12,disagree,0.00130816,0.00395892
0.6900,13,all,0.00041449,0.00141589
